Station_ID	Tide_Amp (ft)	calendar_year	min_date	max_date	90th%Upper_water_level (ft NAVD88)	10%thLower_water_level (ft NAVD88)	avg_water_level (ft NAVD88)	avg_flooding (ft)	90%thUpper_flooding (ft)	10%thLower_flooding (ft)	GEOID	std_deviation_water_level(ft NAVD88)	std_deviation_avg_flooding (ft)
CRMS0605-H01	0.001994519	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.12	0.52	0.83	-0.31	-0.01	-0.61	GEOID99   	0.23	0.23
CRMS0605-H01	0.003316056	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.99	0.83	1.47	0.34	0.86	-0.3	GEOID99   	0.4	0.4
CRMS0608-H01	0.003919601	2010	2/17/2010 12:00:00 PM	12/31/2010 11:00:00 PM	1.2	0.35	0.79	-0.17	0.24	-0.61	GEOID99   	0.34	0.34
CRMS0608-H01	0.005377199	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.15	0.1	0.73	-0.23	0.19	-0.86	GEOID99   	0.36	0.36
CRMS0608-H01	0.005820605	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.93	0.77	1.31	0.35	0.97	-0.19	GEOID99   	0.4	0.4
CRMS0608-W01	0.005806787	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.7	0.98	1.34	0.38	0.74	0.02	GEOID99   	0.34	0.34
CRMS0608-W01	0.02171538	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.83	0.58	1.55	0.59	1.87	-0.38	GEOID99   	0.79	0.79
CRMS0609-H01	0.06034189	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.08	1.16	1.6	0.15	0.63	-0.3	GEOID99   	0.58	0.58
CRMS0609-H01	0.03806737	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.16	1.12	1.62	0.17	0.708	-0.34	GEOID99   	0.4	0.4
CRMS0609-H01	0.05469926	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.01	1.07	1.52	0.07	0.558	-0.382	GEOID99   	0.36	0.36
CRMS0609-H01	0.06636086	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.74	1.07	1.37	-0.08	0.288	-0.382	GEOID99   	0.26	0.26
CRMS0609-H01	0.05873891	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.96	1.25	1.61	0.16	0.508	-0.202	GEOID99   	0.28	0.28
CRMS0610-W01	0.002577445	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.98	1.56	1.77	0.54	0.75	0.33	GEOID99   	0.18	0.18
CRMS0610-W01	0.01254181	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.49	1.7	2.05	0.82	1.26	0.47	GEOID99   	0.62	0.62
CRMS0610-W01	0.003706565	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.24	1.3	1.77	0.54	1.005	0.065	GEOID99   	0.36	0.36
CRMS0610-W01	0.003573376	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.99	1.66	1.81	0.58	0.755	0.425	GEOID99   	0.14	0.14
CRMS0610-W01	0.003346186	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.04	1.58	1.83	0.59	0.805	0.345	GEOID99   	0.18	0.18
CRMS0614-H01	0.01939621	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.95	0.89	1.41	0.14	0.68	-0.38	GEOID99   	0.69	0.69
CRMS0614-H01	0.002547947	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.75	0.79	1.21	-0.06	0.477	-0.483	GEOID99   	0.38	0.38
CRMS0614-H01	0.004083908	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.41	0.62	1.02	-0.25	0.137	-0.653	GEOID99   	0.29	0.29
CRMS0614-H01	0.007664387	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.2	0.66	0.91	-0.36	-0.073	-0.613	GEOID99   	0.26	0.26
CRMS0614-H01	0.002886007	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.79	0.88	1.36	0.08	0.517	-0.393	GEOID99   	0.34	0.34
CRMS0615-H01	0.006035929	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.51	0.72	1.11	0.15	0.55	-0.24	GEOID99   	0.28	0.29
CRMS0615-H01	0.002496788	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.56	0.64	1.03	0.06	0.6	-0.33	GEOID99   	0.45	0.45
CRMS0615-H01	0.007703661	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.47	0.46	0.9	-0.06	0.508	-0.5	GEOID99   	0.4	0.4
CRMS0615-H01	0.003591802	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.14	0.43	0.84	-0.12	0.178	-0.532	GEOID99   	0.29	0.29
CRMS0615-H01	0.004347761	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.5	0.57	1.04	0.08	0.538	-0.39	GEOID99   	0.35	0.35
CRMS0616-H01	0.1857754	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.73	0.82	1.27	0.02	0.48	-0.43	GEOID99   	0.36	0.36
CRMS0616-H01	0.118261	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.78	1.02	1.42	0.17	0.53	-0.23	GEOID99   	0.67	0.67
CRMS0616-H01	0.1824366	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.96	0.83	1.36	0.11	0.72	-0.42	GEOID99   	0.44	0.44
CRMS0616-H01	0.2374995	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.7	0.59	1.13	-0.11	0.46	-0.66	GEOID99   	0.43	0.43
CRMS0616-H01	0.1348944	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.83	0.97	1.43	0.19	0.59	-0.28	GEOID99   	0.35	0.35
CRMS0618-H01	0.1497947	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.88	0.84	1.38	-0.05	0.45	-0.59	GEOID99   	0.5	0.5
CRMS0618-H01	0.1486715	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2	0.87	1.45	0.02	0.57	-0.56	GEOID99   	0.6	0.6
CRMS0618-H01	0.2286764	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.92	0.72	1.33	-0.1	0.49	-0.71	GEOID99   	0.47	0.47
CRMS0618-H01	0.2049826	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.32	0.55	1.37	-0.06	0.89	-0.88	GEOID99   	0.66	0.66
CRMS0618-H01	0.3562322	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.68	0.37	1.07	-0.36	0.25	-1.06	GEOID99   	0.51	0.51
CRMS0618-H01	0.2626641	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.82	0.67	1.3	-0.12	0.39	-0.76	GEOID99   	0.46	0.46
CRMS0619-H01	0.01577677	2008	1/21/2008 3:00:00 PM	12/31/2008 11:00:00 PM	1.84	1.2	1.49	0.56	0.91	0.27	GEOID99   	0.57	0.57
CRMS0619-H01	0.004343354	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.75	1.06	1.38	0.45	0.82	0.13	GEOID99   	0.28	0.28
CRMS0619-H01	0.00142289	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.48	0.99	1.22	0.29	0.55	0.06	GEOID99   	0.2	0.2
CRMS0619-H01	0.001693604	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.64	1.06	1.32	0.39	0.71	0.13	GEOID99   	0.23	0.23
CRMS0622-W01	0.08907451	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.95	1.1	1.51	0.83	1.27	0.42	GEOID99   	0.33	0.33
CRMS0622-W01	0.007517488	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.84	0.26	0.89	0.21	1.16	-0.42	GEOID99   	0.59	0.59
CRMS0622-W01	0.0023009	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.26	0.28	0.71	0.03	0.58	-0.4	GEOID99   	0.41	0.41
CRMS0622-W01	0.001755238	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.73	1.17	1.45	0.77	1.05	0.49	GEOID99   	0.23	0.23
CRMS0623-H01	0.005248554	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.06	0.79	1.46	0.3	0.9	-0.36	GEOID99   	0.48	0.48
CRMS0623-H01	0.01156479	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.95	0.91	1.34	0.19	0.8	-0.24	GEOID99   	0.43	0.43
CRMS0623-H01	0.004270233	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.74	1	1.34	0.19	0.58	-0.15	GEOID99   	0.29	0.29
CRMS0623-H01	0.01241972	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.72	0.94	1.34	0.19	0.57	-0.21	GEOID99   	0.29	0.29
CRMS0624-H01	0.01293354	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.3	0.68	1.04	0.32	0.58	-0.04	GEOID99   	0.4	0.4
CRMS0624-H01	0.01099258	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.04	0.45	1.17	0.45	1.32	-0.27	GEOID99   	0.62	0.62
CRMS0624-H01	0.00454685	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.27	0.23	0.73	0.01	0.55	-0.49	GEOID99   	0.4	0.4
CRMS0624-H01	0.00297489	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.95	-0.12	0.47	-0.25	0.23	-0.84	GEOID99   	0.38	0.38
CRMS0624-H01	0.002118688	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.86	0.74	1.3	0.58	1.14	0.03	GEOID99   	0.4	0.4
CRMS0626-H01	0.008620662	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	0.5	-0.32	0.11	0.13	0.512	-0.308	GEOID99   	0.33	0.33
CRMS0626-H01	0.00528187	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.46	-0.65	0	0.01	0.472	-0.638	GEOID99   	0.39	0.39
CRMS0626-H01	0.001776842	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.21	0.11	0.62	0.63	1.222	0.12	GEOID99   	0.39	0.39
CRMS0626-W01	0.004620114	2007	1/8/2007 2:00:00 PM	12/31/2007 11:00:00 PM	2.12	0.96	1.55	0.15	0.71	-0.45	GEOID99   	0.42	0.42
CRMS0626-W01	0.005797747	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.58	-0.31	0.68	0.17	0.792	-0.328	GEOID99   	0.72	0.42
CRMS0630-H01	0.008334519	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	2.09	0.34	1.23	0.54	1.4	-0.35	GEOID99   	0.67	0.67
CRMS0630-H01	0.006575345	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.98	0.4	1.2	0.51	1.29	-0.29	GEOID99   	0.83	0.83
CRMS0630-H01	0.00236627	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.68	0.89	1.32	0.63	0.99	0.2	GEOID99   	0.32	0.32
CRMS0630-H02	0.4850115	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.88	0.71	1.28	-0.45	0.15	-1.02	GEOID99   	0.46	0.46
CRMS0630-H02	0.3566999	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	2.2	1.02	1.64	-0.09	0.47	-0.71	GEOID99   	0.45	0.45
CRMS0632-H01	0.005113781	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.02	0.7	0.85	0.54	0.71	0.39	GEOID99   	0.13	0.13
CRMS0632-H01	0.002892211	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.32	0.77	1.05	0.74	1.02	0.46	GEOID99   	0.21	0.21
CRMS0633-H01	0.139493	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.35	0.19	0.77	0.57	1.39	-0.168	GEOID99   	0.46	0.57
CRMS0633-H01	0.1599957	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.3	0.11	0.69	0.14	0.752	-0.438	GEOID99   	0.45	0.45
CRMS0633-H01	0.1714088	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.19	0.23	0.72	0.17	0.642	-0.318	GEOID99   	0.37	0.37
CRMS0635-H01	0.003575958	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.81	1.13	1.45	0.33	0.69	0.01	GEOID99   	0.26	0.26
CRMS0635-W01	0.00264204	2007	2/28/2007 2:00:00 PM	12/31/2007 11:00:00 PM	1.76	1.12	1.42	0.3	0.64	0	GEOID99   	0.25	0.25
CRMS0635-W01	0.01490138	2008	1/1/2008 12:00:00 AM	12/19/2008 5:00:00 AM	1.72	0.96	1.49	0.37	0.6	-0.16	GEOID99   	0.66	0.66
CRMS0635-W01	0.002709407	2009	3/12/2009 10:00:00 AM	12/31/2009 11:00:00 PM	1.86	1.27	1.57	0.45	0.74	0.15	GEOID99   	0.22	0.22
CRMS0635-W01	0.01237466	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.66	0.69	1.31	0.19	0.54	-0.43	GEOID99   	0.39	0.39
CRMS0638-H01	0.0138973	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.57	0.66	1.15	-0.1	0.325	-0.585	GEOID99   	0.33	0.33
CRMS0638-H01	0.02033997	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.06	0.58	0.8	-0.44	-0.185	-0.665	GEOID99   	0.19	0.19
CRMS0638-H01	0.01785909	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.8	0.97	1.38	0.13	0.56	-0.27	GEOID99   	0.31	0.31
CRMS0638-W01	0.00306871	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.72	1.15	1.42	0.17	0.48	-0.09	GEOID99   	0.23	0.23
CRMS0638-W01	0.003397516	2009	1/1/2009 12:00:00 AM	11/17/2009 11:00:00 AM	1.98	0.72	1.37	0.13	0.735	-0.525	GEOID99   	0.44	0.44
CRMS0639-W01	0.007526285	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.75	1.01	1.45	0.12	0.41	-0.32	GEOID99   	0.27	0.27
CRMS0639-W01	0.002001306	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.77	0.78	1.37	0.03	0.44	-0.55	GEOID99   	0.35	0.35
CRMS0639-W01	0.004398901	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.56	0.44	0.99	-0.34	0.23	-0.89	GEOID99   	0.41	0.41
CRMS0639-W01	0.002397919	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.83	1.14	1.49	0.16	0.5	-0.19	GEOID99   	0.26	0.26
CRMS0641-H01	0.01299659	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.74	0.91	1.32	0.09	0.51	-0.31	GEOID99   	0.3	0.3
CRMS0641-H01	0.04763674	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.86	0.89	1.56	0.33	1.63	-0.34	GEOID99   	0.82	0.82
CRMS0641-H01	0.02297031	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.9	0.74	1.27	0.04	0.672	-0.488	GEOID99   	0.43	0.43
CRMS0641-H01	0.003358338	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.44	0.6	1.04	-0.18	0.212	-0.628	GEOID99   	0.31	0.31
CRMS0641-H01	0.008314619	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.92	0.49	0.7	-0.52	-0.308	-0.738	GEOID99   	0.18	0.18
CRMS0641-H01	0.003176069	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.68	0.87	1.24	0.01	0.452	-0.358	GEOID99   	0.3	0.3
CRMS0642-W01	0.001887322	2007	2/27/2007 12:00:00 PM	12/31/2007 11:00:00 PM	1.85	1.2	1.6	0.42	0.67	0.03	GEOID99   	0.26	0.26
CRMS0642-W01	0.004319236	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	2.13	1.38	1.77	0.59	0.95	0.2	GEOID99   	0.38	0.38
CRMS0642-W01	0.002111735	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.13	1.35	1.77	0.59	0.95	0.17	GEOID99   	0.28	0.28
CRMS0642-W01	0.004347878	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.9	0.84	1.35	0.17	0.72	-0.34	GEOID99   	0.39	0.39
CRMS0642-W01	0.002899763	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.59	0.05	0.67	-0.51	0.41	-1.13	GEOID99   	0.59	0.59
CRMS0642-W01	0.001538523	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.87	1.4	1.62	0.44	0.69	0.22	GEOID99   	0.21	0.21
CRMS0644-H01	0.02612728	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.24	0.51	0.89	0.3	0.65	-0.08	GEOID99   	0.27	0.27
CRMS0644-W01	0.05312797	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.74	0.95	1.37	0.79	1.16	0.37	GEOID99   	0.67	0.67
CRMS0644-W01	0.02986026	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.87	0.7	1.27	0.69	1.288	0.118	GEOID99   	0.45	0.45
CRMS0644-W01	0.01556152	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.53	0.58	1.04	0.46	0.948	-0.002	GEOID99   	0.34	0.34
CRMS0645-H01	0.02697845	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	0.78	0.14	0.52	-0.12	0.14	-0.5	GEOID99   	0.61	0.61
CRMS0645-H01	0.03199466	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.27	-0.05	0.57	-0.07	0.63	-0.69	GEOID99   	0.51	0.51
CRMS0645-H01	0.01733336	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	0.83	-0.05	0.39	-0.25	0.19	-0.69	GEOID99   	0.31	0.31
CRMS0645-H01	0.01601452	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	0.42	-0.1	0.14	-0.5	-0.22	-0.74	GEOID99   	0.2	0.2
CRMS0645-H01	0.01542553	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.01	0.32	0.66	0.02	0.37	-0.32	GEOID99   	0.27	0.27
CRMS0647-W01	0.002185421	2007	2/28/2007 12:00:00 PM	12/31/2007 11:00:00 PM	2	1.55	1.78	0.29	0.51	0.06	GEOID99   	0.19	0.19
CRMS0647-W01	0.0184935	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.1	1.2	1.68	0.19	0.61	-0.29	GEOID99   	0.32	0.32
CRMS0647-W01	0.002810205	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.82	0.93	1.38	-0.11	0.33	-0.56	GEOID99   	0.35	0.35
CRMS0647-W01	0.003033019	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.66	0.56	0.99	-0.5	0.17	-0.93	GEOID99   	0.43	0.43
CRMS0647-W01	0.002350915	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.97	1.63	1.78	0.29	0.48	0.14	GEOID99   	0.19	0.19
CRMS0648-H01	0.006961915	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.33	0.59	0.96	0.45	0.82	0.08	GEOID99   	0.29	0.29
CRMS0648-W01	0.007830835	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.08	0.53	0.82	0.31	0.57	0.02	GEOID99   	0.22	0.22
CRMS0648-W01	0.03609845	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.85	0.42	1.12	0.61	1.34	-0.09	GEOID99   	0.57	0.57
CRMS0648-W01	0.03006063	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	2.11	-0.02	0.96	0.45	1.6	-0.53	GEOID99   	0.76	0.76
CRMS0650-W01	0.009282462	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.61	0.17	1.24	0.21	0.57	-0.86	GEOID99   	0.77	0.77
CRMS0650-W01	0.002581208	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.78	0.44	1.23	0.2	0.75	-0.59	GEOID99   	0.48	0.48
CRMS0650-W01	0.001550127	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.38	0.17	1.02	-0.04	0.32	-0.87	GEOID99   	0.43	0.42
CRMS0650-W01	0.003187063	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.22	-0.18	0.59	-0.49	0.14	-1.26	GEOID99   	0.53	0.53
CRMS0650-W01	0.00235452	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.72	1.01	1.34	0.26	0.64	-0.07	GEOID99   	0.31	0.31
CRMS0651-H01	0.00603277	2010	1/1/2010 12:00:00 AM	12/31/2010 11:46:00 PM	1.8	1.03	1.41	0.16	0.55	-0.22	GEOID99   	0.27	0.27
CRMS0651-H01	0.006616896	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.31	0.89	1.08	-0.17	0.06	-0.36	GEOID99   	0.16	0.16
CRMS0651-H01	0.007374097	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.98	1.23	1.59	0.34	0.73	-0.02	GEOID99   	0.28	0.28
CRMS0651-W01	0.003753678	2007	3/30/2007 10:00:00 AM	12/31/2007 11:00:00 PM	1.83	1.14	1.44	0.19	0.58	-0.11	GEOID99   	0.26	0.26
CRMS0651-W01	0.01818053	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.62	1.12	1.43	0.18	0.37	-0.13	GEOID99   	0.73	0.73
CRMS0651-W01	0.008368321	2009	1/1/2009 12:00:00 AM	11/17/2009 3:00:00 PM	2.42	1.25	1.75	0.5	1.17	0	GEOID99   	0.4	0.4
CRMS0655-H01	0.01318081	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.83	0.59	1.21	0.07	0.7	-0.55	GEOID99   	0.47	0.47
CRMS0655-H01	0.03631729	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.52	0.55	1.02	-0.11	0.39	-0.58	GEOID99   	0.36	0.36
CRMS0655-H01	0.02524924	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.46	0.64	1.06	-0.08	0.33	-0.5	GEOID99   	0.31	0.31
CRMS0655-H01	0.01749283	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.89	1.19	1.54	0.4	0.76	0.05	GEOID99   	0.27	0.27
CRMS0656-W01	0.1452116	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.93	1.25	1.53	0.29	0.69	0	GEOID99   	0.55	0.55
CRMS0656-W01	0.150524	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.91	1.03	1.46	0.21	0.67	-0.22	GEOID99   	0.33	0.33
CRMS0656-W01	0.1547572	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.93	1.07	1.47	0.23	0.69	-0.17	GEOID99   	0.33	0.33
CRMS0656-W01	0.08153884	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.68	1.02	1.39	0.15	0.44	-0.22	GEOID99   	0.27	0.27
CRMS0656-W01	0.1074921	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.86	1.23	1.52	0.28	0.62	-0.01	GEOID99   	0.28	0.28
CRMS0658-H01	0.3892705	2008	2/20/2008 12:00:00 PM	12/31/2008 11:00:00 PM	1.98	0.7	1.41	0.1	0.67	-0.61	GEOID99   	0.76	0.76
CRMS0658-H01	0.3654813	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	1.97	0.52	1.26	-0.05	0.66	-0.79	GEOID99   	0.56	0.56
CRMS0658-H01	0.4031123	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.87	0.45	1.17	-0.14	0.56	-0.86	GEOID99   	0.54	0.54
CRMS0658-H01	0.342139	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.58	0.36	0.99	-0.32	0.27	-0.95	GEOID99   	0.47	0.47
CRMS0658-H01	0.3356606	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.84	0.69	1.3	-0.01	0.53	-0.62	GEOID99   	0.45	0.45
CRMS0660-H01	0.02653157	2007	1/1/2007 12:00:00 AM	12/31/2007 11:00:00 PM	1.85	0.87	1.29	-0.04	0.52	-0.46	GEOID99   	0.35	0.35
CRMS0660-H01	0.02616258	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.56	0.9	1.24	-0.14	0.18	-0.5	GEOID99   	0.26	0.26
CRMS0660-H01	0.0196871	2009	1/1/2009 12:00:00 AM	12/31/2009 11:00:00 PM	2.06	0.86	1.45	-0.12	0.49	-0.71	GEOID99   	0.46	0.46
CRMS0660-H01	0.02552819	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.83	0.82	1.31	-0.26	0.26	-0.75	GEOID99   	0.37	0.37
CRMS0660-H01	0.02893975	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.4	0.65	1.04	-0.53	-0.17	-0.92	GEOID99   	0.29	0.29
CRMS0660-H01	0.02577871	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.85	1.02	1.42	-0.15	0.28	-0.55	GEOID99   	0.33	0.33
CRMS0661-H01	0.01620655	2008	1/1/2008 12:00:00 AM	12/31/2008 11:00:00 PM	1.37	0.68	1.05	-0.25	0.21	-0.66	GEOID99   	0.28	0.33
CRMS0661-H01	0.008599633	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.66	0.68	1.16	0.04	0.53	-0.45	GEOID99   	0.35	0.35
CRMS0661-H01	0.0148326	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.19	0.54	0.86	-0.27	0.06	-0.59	GEOID99   	0.26	0.26
CRMS0661-H01	0.01086241	2012	1/1/2012 12:00:00 AM	12/31/2012 11:00:00 PM	1.76	0.95	1.35	0.22	0.63	-0.17	GEOID99   	0.31	0.31
CRMS0662-H01	0.09827118	2010	1/1/2010 12:00:00 AM	12/31/2010 11:00:00 PM	1.81	0.6	1.22	-0.42	0.17	-1.04	GEOID99   	0.46	0.46
CRMS0662-H01	0.07824265	2011	1/1/2011 12:00:00 AM	12/31/2011 11:00:00 PM	1.5	0.45	1.01	-0.63	-0.14	-1.19	GEOID99   	0.4	0.4
